centroid_group,count_listings,count_licenses,license_dict,status_dict,license_exceed_type,ISD_adress_dict,host,host_id,alias_dict,shared_license,avg_USD/night,mean_latitude,mean_longitude,GCODE_office,GCODE_house_number,GCODE_road,GCODE_neighbourhood,GCODE_suburb,GCODE_city,GCODE_county,GCODE_state,GCODE_postcode,GCODE_country,GCODE_country_code,GCODE_building,GCODE_hamlet,GCODE_quarter,GCODE_tourism,GCODE_square,GCODE_shop,GCODE_commercial,GCODE_amenity,GCODE_man_made,GCODE_residential,GCODE_railway,GCODE_historic,GCODE_leisure,GCODE_city_block,GCODE_town,GCODE_natural,GCODE_aeroway,GCODE_military,GCODE_retail,GCODE_place,confidence,max_listing_distance,avg_listing_distance,std_listing_distance,ISD_found
0-227s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Evonify,CorpGroup8,{'212359760.0': 1},False,132.0,42.343920000000004,-71.08193,,132,Saint Botolph Street,,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-117s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,93.0,42.35228,-71.1243,,,Brighton Avenue,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-144s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,94.0,42.35093,-71.12572,,1124,Commonwealth Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-168s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,93.0,42.352470000000004,-71.1236,,1065,Commonwealth Avenue,Audubon Square,Allston,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,Star Market,,,,,,,,,,,,,,,unknown (too few),,,,False
0-40s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Turana,290984032,{'nan': 1},False,99.0,42.3504,-71.13488000000001,,13,Greylock Road,,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-214s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,95.0,42.35174,-71.12572,,,Commonwealth Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,Packards Corner,,,,,,,,,,unknown (too few),,,,False
9-235s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,103.0,42.35105,-71.12576,,1124,Commonwealth Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-255s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,88.0,42.35252,-71.12379,,1065,Commonwealth Avenue,Audubon Square,Allston,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,Star Market,,,,,,,,,,,,,,,unknown (too few),,,,False
9-2s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Blueground,CorpGroup3,{'107434423.0': 1},False,163.0,42.34965,-71.14948000000001,,4-12,Elko Street,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-273s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,94.0,42.35205,-71.12525,,,Brighton Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-39s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Henry,271849582,{'nan': 1},False,129.0,42.38207,-71.02904000000001,,,Condor Street,Day Square,East Boston,Boston,Suffolk County,Massachusetts,0212,United States of America,us,,,,,,,,,,,,,American Legion Playground,,,,,,,,unknown (too few),,,,False
9-85s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,93.0,42.35236,-71.12413000000001,,1065,Commonwealth Avenue,Audubon Square,Allston,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,Star Market,,,,,,,,,,,,,,,unknown (too few),,,,False
0-661s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,84.0,42.35106,-71.12532,,1122,Commonwealth Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-332s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,101.14,42.35253,-71.12572,,,Brighton Avenue,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,,,88 Food Court,,,,,,,,,,,,,unknown (too few),,,,False
0-228s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Turana,290984032,{'nan': 1},False,99.0,42.350840000000005,-71.13629,,80,Allston Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-799s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Vitanur,292283551,{'nan': 1},False,200.0,42.32362,-71.1087,,88,Day Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-48s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Murat,84799963,{'nan': 1},False,109.0,42.35627,-71.1643,,49,Gerrish Street,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-41s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Hesham,158837906,{'nan': 1},False,450.0,42.34365,-71.1003,,33,Kilmarnock Street,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,Star Market,,,,,,,,,,,,,,,unknown (too few),,,,False
0-662s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Turana,290984032,{'nan': 1},False,99.0,42.3505,-71.13538,,9,Greylock Road,,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-42s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Mo,200455160,{'nan': 1},False,90.0,42.342890000000004,-71.15373000000001,,138,Chestnut Hill Avenue,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-43s,1,1,{'409169': 1},{'Expired/Void/Revoked': 1},,{},Henrique,292399041,{'nan': 1},False,110.0,42.30939,-71.06642,,458,Quincy Street,Meeting House Hill,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-44s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Kj,799496,{'nan': 1},False,139.0,42.351890000000004,-71.06491,,80,Boylston Street,Chinatown,Beacon Hill,Boston,Suffolk County,Massachusetts,02116,United States of America,us,Little Building,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-45s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Vitanur,292283551,{'nan': 1},False,50.0,42.322540000000004,-71.11004,,134;136,Day Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-230s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Vitanur,292283551,{'nan': 1},False,50.0,42.32189,-71.10998000000001,,,Centre Perkins Street Rotary,,Roxbury,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-289s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,95.0,42.35256,-71.12358,,1065,Commonwealth Avenue,Audubon Square,Allston,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,Star Market,,,,,,,,,,,,,,,unknown (too few),,,,False
0-449s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Vitanur,292283551,{'nan': 1},False,50.0,42.32354,-71.11,,33,Bynner Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-663s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Vitanur,292283551,{'nan': 1},False,50.0,42.32308,-71.10892,,12,Bynner Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-231s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Anne,CorpGroup22,{'105851798.0': 1},False,65.0,42.3075,-71.06499000000001,,309,Bowdoin Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-229s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Steven,CorpGroup17,{'275849638.0': 1},False,1000.0,42.34908,-71.09403,,483,Commonwealth Avenue,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-450s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Anne,CorpGroup22,{'105851798.0': 1},False,48.0,42.309470000000005,-71.0643,,376,Bowdoin Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-47s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Blueground,CorpGroup3,{'107434423.0': 1},False,139.0,42.33096,-71.04379,,1410,Columbia Road,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,Carson Tower Apartments,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-800s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Turana,290984032,{'nan': 1},False,99.0,42.35093,-71.13467,,17,Radcliffe Road,,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-86s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Blueground,CorpGroup3,{'107434423.0': 1},False,161.0,42.350390000000004,-71.09029,,511,Beacon Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-451s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Evonify,CorpGroup8,{'212359760.0': 1},False,147.0,42.3424,-71.08286,,98,Albemarle Court,,South End,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-664s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Evonify,CorpGroup8,{'212359760.0': 1},False,152.0,42.343740000000004,-71.08108,,11,Durham Street,,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-304s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,101.0,42.352109999999996,-71.12439,,1089,Commonwealth Avenue,,Allston,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,,,The UPS Store,,,,,,,,,,,,,unknown (too few),,,,False
9-318s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,94.0,42.35198,-71.12585,,,Brighton Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,Herb Chambers Toyota of Boston,,,,,,,,,,,,,,,unknown (too few),,,,False
0-46s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,48.0,42.322540000000004,-71.08722,,70,Rockland Street,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-345s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,110.0,42.35216,-71.12517,,,Brighton Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,Herb Chambers Toyota of Boston,,,,,,,,,,,,,,,unknown (too few),,,,False
0-448s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Turana,290984032,{'nan': 1},False,99.0,42.35133,-71.13465,,17,Radcliffe Road,,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-47s,1,1,{'416649': 1},{'Active': 1},,{'10 G ST 06 South Boston MA 02127': 1},John And Kay,270846829,{'nan': 1},False,175.0,42.33644,-71.04448000000001,,309,Bolton Street,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-371s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,110.0,42.351929999999996,-71.12358,,1080;1082,Commonwealth Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-801s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Evonify,CorpGroup8,{'212359760.0': 1},False,130.0,42.34193,-71.08308000000001,,380,Massachusetts Avenue,,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-909s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Turana,290984032,{'nan': 1},False,77.0,42.35134,-71.13511,,93,Hollis Place,,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-804s,1,1,{'988180': 1},{'Not found (fabricated)': 1},,{'88 Alleghany ST 10 Mission Hill MA 02120': 1},Sonder,CorpGroup5,{'224829568.0': 1},False,355.0,42.35727,-71.06079,,38,Bosworth Street,Downtown Crossing,Financial District,Boston,Suffolk County,Massachusetts,02108,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-665s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Mac,CorpGroup38,{'26704689.0': 1},False,39.0,42.334720000000004,-71.05453,,122,West Ninth Street,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-232s,1,1,{'392773': 1},{'Not found (fabricated)': 1},,{'3 Akron PL 12 Roxbury MA 02119': 1},Sonder,CorpGroup5,{'224829568.0': 1},False,242.0,42.36081,-71.06498,,81,Joy Street,Downtown Crossing,West End,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-49s,1,1,{'415018': 1},{'Active (limit exceeded)': 1},listing,{'19 Alaska ST 12 Roxbury MA 02119': 1},Mort,188939923,{'nan': 1},True,97.0,42.3221,-71.07995,,7,Langford Park,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-50s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Belkis,CorpGroup28,{'209395207.0': 1},False,29.0,42.313790000000004,-71.09924000000001,,9,Erie Place,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-51s,1,1,{'314137': 1},{'Not found (fabricated)': 1},,{'8 Wainwright ST 16 2 Dorchester MA 02124': 1},Frank,310681680,{'nan': 1},False,71.0,42.310829999999996,-71.0517,,14,Grampian Way,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-52s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Turana,218525774,{'nan': 1},False,99.0,42.34956,-71.13587,,28,Long Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-233s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,46.0,42.321059999999996,-71.08937,,,Martin Luther King Jr Boulevard,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,Cass Pool,,,,,,,,unknown (too few),,,,False
0-452s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,48.0,42.322359999999996,-71.08877,,115,Dale Street,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-666s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,48.0,42.32152,-71.08937,,,Martin Luther King Jr Boulevard,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,Melnea A. Cass Recreational Complex,,,,,,,,unknown (too few),,,,False
0-234s,1,1,{'413137': 1},{'Active': 1},,{'16 Hubbardston RD 13 1 Dorchester MA 02125': 1},Frank,310681680,{'nan': 1},False,66.0,42.30955,-71.05333,,,Southeast Expressway,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-53s,1,1,{'101724': 1},{'Not found (fabricated)': 1},,{'284 Cambridge ST 05 1 Boston MA 02114': 1},Bay Village,CorpGroup6,{'285344759.0': 1},False,130.0,42.34903,-71.07032,,25,Isabella Street,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,,Park Square,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-439s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,84.0,42.35127,-71.1258,,,Commonwealth Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,Packards Corner,,,,,,,,,,unknown (too few),,,,False
0-667s,1,1,{'413137': 1},{'Active': 1},,{'16 Hubbardston RD 13 1 Dorchester MA 02125': 1},Frank,310681680,{'nan': 1},False,66.0,42.30923,-71.05235,,71,Springdale Street,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-235s,1,1,{'372817': 1},{'Not found (fabricated)': 1},,{'57 Harvest ST 07 2 Dorchester MA 02125': 1},Bay Village,CorpGroup6,{'285344759.0': 1},False,111.0,42.35204,-71.07098,,351,Boylston Street,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,,George K. Menchios Square,,,Arlington Street Church,,,,,,,,,,,,,unknown (too few),,,,True
0-454s,1,1,{'101724': 1},{'Not found (fabricated)': 1},,{'284 Cambridge ST 05 1 Boston MA 02114': 1},Bay Village,CorpGroup6,{'285344759.0': 1},False,107.0,42.349470000000004,-71.07054000000001,,,Arlington Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02117,United States of America,us,Armory of the First Corps of Cadets,,,,Eugene T. Zanni Square,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-236s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Murat,84799963,{'nan': 1},False,69.0,42.35706,-71.16493,,63,Newton Street,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-383s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,93.0,42.3526,-71.12495,,20,Malvern Street,,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-395s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,100.0,42.3525,-71.12389,,1065,Commonwealth Avenue,Audubon Square,Allston,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,Star Market,,,,,,,,,,,,,,,unknown (too few),,,,False
9-406s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,101.0,42.35115,-71.12521,,1114,Commonwealth Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,Town Property Group,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-54s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Jihane,CorpGroup39,{'293373619.0': 1},False,41.0,42.34202,-71.1538,,148,Chestnut Hill Avenue,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-237s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Zeus,CorpGroup18,{'48005494.0': 1},False,143.0,42.35411,-71.05356,,,Atlantic Avenue,Waterfront,Financial District,Boston,Suffolk County,Massachusetts,02110,United States of America,us,,,,,,,,,,,,,,,,Rose Kennedy Greenway,,,,,unknown (too few),,,,False
9-417s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,93.0,42.35181,-71.12423000000001,,,Commonwealth Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,,,Holly Crab,,,,,,,,,,,,,unknown (too few),,,,False
0-802s,1,1,{'413138': 1},{'Active': 1},,{'16 Hubbardston RD 13 2 Dorchester MA 02125': 1},Frank,310681680,{'nan': 1},False,66.0,42.30968,-71.05228000000001,,15,Playstead Road,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-118s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Blueground,CorpGroup3,{'107434423.0': 1},False,185.0,42.36149,-71.14483,,530,Western Avenue,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02135,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-428s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Cindy,CorpGroup10,{'18110188.0': 1},False,100.0,42.35263,-71.12546,,20,Malvern Street,,Allston,Boston,Suffolk County,Massachusetts,02134-1433,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
