id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,centroid_group,centroid_group_recognized,centroid_group_distance,sub_centroid,sub_centroid_distance
322593,https://www.airbnb.com/rooms/322593,"Near Hospitals, 28 Day Bking Only,OutdoorSpace",1651480,https://www.airbnb.com/users/show/1651480,Edward,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34232,-71.07594,Entire apartment,Entire home/apt,2,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Garden or backyard"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Paid parking on premises"", ""Stove"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""EV charger"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",171.0,28,90,28.0,t,0,0,5,172,409,406565,t,,,Active,Active,158 W Brookline ST 04 4 Roxbury MA 02118,Limited Share Unit,3.0,,Active,Active,,0.0,114_1,False,1.802389093997294,,
349347,https://www.airbnb.com/rooms/349347,Experience Past|Enjoy Present|South End 1BR 1BA #2,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Roxbury,2020-08-31,,42.33824,-71.08171,Entire bed and breakfast,Entire home/apt,2,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Refrigerator"", ""Iron""]",107.0,30,365,29.0,t,1,11,12,79,111,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,0.0,3_5,False,220.70024968707668,,
400067,https://www.airbnb.com/rooms/400067,Private Room in Spacious Apartment1,1997048,https://www.airbnb.com/users/show/1997048,ToRena,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.30088,-71.0819,Private room in apartment,Private room,1,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""Shampoo"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",60.0,91,180,91.0,t,28,58,88,363,24,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
447826,https://www.airbnb.com/rooms/447826,"Sweet Little House in JP, Boston",2053557,https://www.airbnb.com/users/show/2053557,Hilary,"Boston, Massachusetts, United States",Jamaica Plain,2020-09-01,,42.31658,-71.11012,Private room in house,Private room,2,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Garden or backyard"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Bed linens"", ""Smoke alarm"", ""Lake access"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Fire extinguisher""]",71.0,3,120,3.0,t,25,42,72,251,313,389085,f,,,Active,Active,45 Spring Park AVE 19 Jamaica Plain MA 02130,Limited Share Unit,1.0,,Active,Active,,-1.0,,,,,
496022,https://www.airbnb.com/rooms/496022,"Private Floor, Private Bath, City Location",1956464,https://www.airbnb.com/users/show/1956464,Maria,,Jamaica Plain,2020-08-31,,42.3092,-71.11836,Private room in house,Private room,2,1.0,1.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Indoor fireplace"", ""Shampoo"", ""Washer"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Iron"", ""Free parking on premises""]",173.0,91,120,91.0,t,0,0,0,0,16,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
530983,https://www.airbnb.com/rooms/530983,The Grand View Redline | 5BR 2BA | Victorian Home near Boston Medical and Mass General!,CorpGroup11,https://www.airbnb.com/users/show/71783,Lance,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.31368,-71.0612,Entire house,Entire home/apt,9,5.0,5.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Cable TV"", ""Fire extinguisher"", ""Pack \u2019n Play/travel crib"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Lockbox"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Free parking on premises""]",206.0,29,1125,29.0,t,0,4,34,289,67,Missing,f,Lance,71783.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,11_2,False,41.886153755907586,11_2_0,41.886153755907586
533114,https://www.airbnb.com/rooms/533114,The Sawyer RedLine | 2BR 2.5BA | 1st Floor unit on Redline to Mass General and BMC!,CorpGroup11,https://www.airbnb.com/users/show/71783,Lance,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.3122,-71.0611,Entire condominium,Entire home/apt,6,2.0,2.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Smart lock"", ""Essentials"", ""Cable TV"", ""Pack \u2019n Play/travel crib"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Hair dryer"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Shampoo"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",86.0,32,1125,32.0,t,1,31,61,325,53,Missing,t,Lance,71783.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
533152,https://www.airbnb.com/rooms/533152,The Penthouse Redline | 2BR 1BA | Walk to the Redline for UMass and Mass General!,CorpGroup11,https://www.airbnb.com/users/show/71783,Lance,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.32212,-71.06096,Entire apartment,Entire home/apt,5,2.0,2.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Smart lock"", ""Essentials"", ""Cable TV"", ""Pack \u2019n Play/travel crib"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",65.0,32,1125,32.0,t,3,3,9,251,56,Missing,t,Lance,71783.0,No license claimed,,,,,,No license claimed,No license claimed,,0.0,11_1,False,134.41902186094157,11_1_0,2.2235616080925946
561769,https://www.airbnb.com/rooms/561769,The Sky View Redline | 3BR 1BA | Mass General and Boston Medical!,CorpGroup11,https://www.airbnb.com/users/show/71783,Lance,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.31371,-71.06126,Entire apartment,Entire home/apt,6,3.0,7.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Smart lock"", ""Essentials"", ""Cable TV"", ""Fire extinguisher"", ""Pack \u2019n Play/travel crib"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Free parking on premises""]",103.0,29,1125,29.0,t,0,0,0,204,59,Missing,f,Lance,71783.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,11_2,False,39.61589897438933,11_2_0,39.61589897438933
579605,https://www.airbnb.com/rooms/579605,The Mayhew Redline | 2BR 1BA | Walk to the Redline for UMass and Mass General!,CorpGroup11,https://www.airbnb.com/users/show/71783,Lance,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.32212,-71.06095,Entire apartment,Entire home/apt,5,2.0,2.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Carbon monoxide alarm"", ""Smart lock"", ""Essentials"", ""Cable TV"", ""Pack \u2019n Play/travel crib"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",105.0,32,1125,32.0,t,10,40,70,301,52,Missing,t,Lance,71783.0,No license claimed,,,,,,No license claimed,No license claimed,,0.0,11_1,False,133.7293298352806,11_1_0,1.1345503453834676
583255,https://www.airbnb.com/rooms/583255,"Boston Beauty, Walk to C and B line",306407,https://www.airbnb.com/users/show/306407,Valery,,Brighton,2020-09-01,,42.34171,-71.14851,Entire apartment,Entire home/apt,2,1.0,1.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Hair dryer"", ""First aid kit"", ""Shampoo"", ""Washer"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Iron"", ""Fire extinguisher""]",149.0,91,1125,91.0,t,0,0,0,0,20,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
601763,https://www.airbnb.com/rooms/601763,"The Alameda 2 Commuter Rail | 2BR 1BA | Brookline Area, free parking near Faulkner!",CorpGroup11,https://www.airbnb.com/users/show/71783,Lance,,West Roxbury,2020-09-01,,42.291920000000005,-71.15406999999999,Entire house,Entire home/apt,5,3.0,5.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Cable TV"", ""Pack \u2019n Play/travel crib"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Lockbox"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",111.0,32,1125,32.0,t,0,0,0,211,37,Missing,f,Lance,71783.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
611081,https://www.airbnb.com/rooms/611081,Houseboat in Boston Harbor,CorpGroup43,https://www.airbnb.com/users/show/3029783,Deborah,"Boston, Massachusetts, United States",Charlestown,2020-09-01,,42.37579,-71.04981,Boat,Entire home/apt,6,1.0,4.0,"[""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Paid parking on premises"", ""Hair dryer"", ""First aid kit"", ""TV"", ""Shampoo"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Air conditioning"", ""Iron"", ""Fire extinguisher""]",228.0,2,1125,2.0,t,24,54,84,341,37,416758,t,Deborah,3029783.0,Expired/Void/Revoked,Inactive,,Owner-Adjacent Unit,3.0,,Expired/Void/Revoked,Inactive,,0.0,191_1,False,73.936874721089,,
619142,https://www.airbnb.com/rooms/619142,Getaway in Historic Charlestown,501427,https://www.airbnb.com/users/show/501427,Joe,"Boston, Massachusetts, United States",Charlestown,2020-09-01,,42.37808,-71.06343000000001,Entire house,Entire home/apt,2,1.0,1.0,"[""Luggage dropoff allowed"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Paid parking off premises"", ""Host greets you"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Hot water"", ""Shampoo"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Iron""]",175.0,91,365,91.0,t,12,26,39,296,168,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
646087,https://www.airbnb.com/rooms/646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,https://www.airbnb.com/users/show/3236611,Ingrid,"Boston, Massachusetts, United States",South Boston,2020-09-01,,42.33477,-71.04995,Private room in townhouse,Private room,1,1.0,1.0,"[""Heating"", ""Hangers"", ""Garden or backyard"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Cable TV"", ""Breakfast"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Hair dryer"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Host greets you"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Fire extinguisher""]",190.0,1,6,1.0,t,23,53,83,173,7,398090,f,,,Active,Active,247 W Fifth ST 06 1 South Boston MA 02127,Limited Share Unit,1.0,,Active,Active,,-1.0,,,,,
658029,https://www.airbnb.com/rooms/658029,Trendy Fun Spot|Historic South End | 1BR 1BA #1,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Roxbury,2020-08-31,,42.339220000000005,-71.08140999999999,Entire apartment,Entire home/apt,4,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Refrigerator"", ""Iron""]",113.0,30,1125,30.0,t,0,0,0,151,117,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,0.0,3_5,False,353.57309660185524,,
675441,https://www.airbnb.com/rooms/675441,Waterfront-1 Bed Room Luxury Condo,3423245,https://www.airbnb.com/users/show/3423245,Elaine,,Charlestown,2020-09-01,,42.370740000000005,-71.07722,Private room in apartment,Private room,2,1.0,0.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Gym"", ""Kitchen"", ""Elevator"", ""Pool"", ""Essentials"", ""Cable TV"", ""Indoor fireplace"", ""TV"", ""Washer"", ""Shampoo"", ""Hot tub"", ""Air conditioning"", ""Free parking on premises""]",180.0,91,365,91.0,t,0,0,0,0,20,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
697078,https://www.airbnb.com/rooms/697078,Spacious 1 bed facing State House,CorpGroup40,https://www.airbnb.com/users/show/26988,Sassmorr,"Boston, Massachusetts, United States",Beacon Hill,2020-08-31,,42.35893,-71.06331,Entire condominium,Entire home/apt,2,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Elevator"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",85.0,91,365,91.0,t,0,29,59,334,19,Missing,f,Anne,26988.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,77_2,False,47.39602114219646,,
708802,https://www.airbnb.com/rooms/708802,Boston / Charlestown Apartment,3648427,https://www.airbnb.com/users/show/3648427,Gerard  And Marie,,Charlestown,2020-08-31,,42.37755,-71.0628,Entire apartment,Entire home/apt,4,1.0,2.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Cable TV"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""BBQ grill"", ""Bed linens"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",182.0,2,60,2.0,t,2,21,51,194,374,401905,f,,,Active,Active,44 Elm ST 02 1 Charlestown MA 02129,Owner-Adjacent Unit,1.0,,Active,Active,,-1.0,,,,,
743211,https://www.airbnb.com/rooms/743211,Unique Find: At Home in the City!,2796082,https://www.airbnb.com/users/show/2796082,Margaret,"Boston, Massachusetts, United States",Jamaica Plain,2020-09-01,,42.30581,-71.1126,Entire house,Entire home/apt,10,4.0,5.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Garden or backyard"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Private entrance"", ""Coffee maker"", ""Lockbox"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",571.0,3,90,3.0,t,0,0,0,0,70,398023,f,,,Expired/Void/Revoked,Expired,,Home Share Unit,1.0,,Expired/Void/Revoked,Expired,,-1.0,,,,,
743759,https://www.airbnb.com/rooms/743759,AVAILABLE NOW: Private room & shared bath,7969,https://www.airbnb.com/users/show/7969,Carolyn,"Roslindale, Massachusetts, United States",Roslindale,2020-09-01,,42.29424,-71.13183000000001,Private room in apartment,Private room,1,1.0,1.0,"[""Wifi"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Fire extinguisher""]",25.0,91,365,91.0,t,30,60,90,365,5,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
753446,https://www.airbnb.com/rooms/753446,6 miles away from downtown Boston!,3962517,https://www.airbnb.com/users/show/3962517,Sami,"Roslindale, Massachusetts, United States",Roslindale,2020-09-01,,42.28588,-71.12491,Private room in condominium,Private room,2,1.0,2.0,"[""Wifi"", ""Heating"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free street parking"", ""Dishes and silverware"", ""Coffee maker""]",55.0,91,1125,91.0,t,30,60,90,365,142,397984,f,,,Active,Active,121 Sycamore ST 19 1 Roslindale MA 02131,Limited Share Unit,1.0,,Active,Active,,-1.0,,,,,
771309,https://www.airbnb.com/rooms/771309,Room for rent in shared apartment,239850,https://www.airbnb.com/users/show/239850,Theodore,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.30805,-71.04966,Private room in apartment,Private room,1,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Garden or backyard"", ""Washer"", ""Patio or balcony"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Stove"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Game console"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Laptop-friendly workspace"", ""Free street parking"", ""Refrigerator"", ""Free parking on premises""]",59.0,91,1125,91.0,t,27,57,87,362,2,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
