centroid_group,count_listings,count_licenses,license_dict,status_dict,license_exceed_type,minimum_nights,ISD_address_dict,host,host_id,alias_dict,shared_license,avg_USD/night,radius,mean_latitude,mean_longitude,confidence,max_listing_distance,avg_listing_distance,std_listing_distance,GCODE_office,GCODE_house_number,GCODE_road,GCODE_neighbourhood,GCODE_suburb,GCODE_city,GCODE_county,GCODE_state,GCODE_postcode,GCODE_country,GCODE_country_code,GCODE_amenity,GCODE_square,GCODE_building,GCODE_hamlet,GCODE_historic,GCODE_quarter,GCODE_tourism,GCODE_city_block,GCODE_town,GCODE_commercial,GCODE_shop,GCODE_leisure,GCODE_man_made,GCODE_railway,GCODE_natural
12_6,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,1.0,{},Together We,CorpGroup12,{'21184200': '2'},False,159.0,52.0,42.35380000000001,-71.07734,unknown (too few),19.87888,19.8789,0.0,,215,Beacon Street,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,,,,,,,,,,,,
304_1,2,1,{'397991': '2'},{'Expired/Void/Revoked': '2'},,2.0,{},Matt,18338326,{},False,72.0,52.0,42.2961,-71.11484,unknown (too few),0.0,0.0,0.0,,23,Wenham Street,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
47_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},The,238179467,{},False,307.5,52.0,42.358935,-71.06771499999999,unknown (too few),72.14488,72.1449,0.0,,65,Anderson Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,Phillips School,,,Charles River Square,,,,,,,
4_15,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,175.0,52.0,42.36497,-71.06886999999999,unknown (too few),0.0,0.0,0.0,,10,Emerson Place,Waterfront,West End,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,Emerson Place Apartments,,,,,,,,,,,,
23_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},Anne,CorpGroup22,{'105851798': '2'},False,48.5,52.0,42.309160000000006,-71.064165,unknown (too few),118.72969,118.7297,0.0,,374,Bowdoin Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
12_3,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,1.0,{},Together We,CorpGroup12,{'21184200': '2'},False,253.5,52.0,42.358895000000004,-71.05324,unknown (too few),86.01656,86.0165,0.0001,,3,McKinley Square,Dock Square,Financial District,Boston,Suffolk County,Massachusetts,02109,United States of America,us,,,Custom House Tower,,,,,,,,,,,,
86_1,2,1,{'415193': '2'},{'Expired/Void/Revoked': '2'},,1.0,{},Maria,229143484,{},False,102.5,52.0,42.279215,-71.07096000000001,unknown (too few),82.39804,82.398,0.0,,17,Fendale Avenue,Ashmont,,Boston,Suffolk County,Massachusetts,02124,United States of America,us,,,,,,,,,,,,,,,
76_2,2,1,{'398049': '2'},{'Active': '2'},,2.0,{'68 Welles AVE 17 1 Dorchester MA 02124': '2'},Eddie & Nayeli,102027626,{},False,79.0,52.0,42.288075,-71.06854,unknown (too few),34.62104,34.621,0.0,,112,Ocean Street,Ashmont,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,
56_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Enia,247641760,{},False,97.5,52.0,42.334555,-71.08290500000001,unknown (too few),35.89147,35.8915,0.0,,25,Windsor Street,Nubian Square,South End,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,
4_12,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,149.5,52.0,42.349725,-71.149495,unknown (too few),27.63184,27.6318,0.0,,4-12,Elko Street,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135,United States of America,us,,,,,,,,,,,,,,,
150_1,2,1,{'413453': '2'},{'Active': '2'},,2.0,{'40 Eliot ST 19 Jamaica Plain MA 02130': '2'},A And L,12150111,{},False,350.0,55.24872278615107,42.31276,-71.11768000000001,unknown (too few),139.43247,139.4325,0.0,,7-8,Eliot Place,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
316_1,2,1,{'415861': '2'},{'Expired/Void/Revoked': '2'},,1.0,{},Alex,36650837,{},False,100.0,54.896935978311376,42.33385,-71.101205,unknown (too few),138.54466,138.5447,0.0,,75,Saint Alphonsus Street,,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,Maria Sanchez Square,Back Bay Manor,,,,,,,,,,,,
24_4,2,1,{'413523': '2'},{'Active (limit exceeded)': '2'},listing,2.0,{'422 Bowdoin ST 15 1 Dorchester MA 02122': '2'},Eder,CorpGroup23,{'25203946': '2'},False,373.5,52.0,42.309349999999995,-71.06344,unknown (too few),8.89574,8.8957,0.0,,16,Fifield Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
30_4,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Kat,CorpGroup29,{'133927887': '2'},False,207.5,52.0,42.344390000000004,-71.08524,unknown (too few),10.81398,10.814,0.0,,250,Massachusetts Avenue,,South End,Boston,Suffolk County,Massachusetts,02115,United States of America,us,First Church of Christ Scientist,,,,,,,,,,,,,,
26_4,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Furnished Quarters,CorpGroup25,{'22541573': '2'},False,219.0,52.0,42.346925,-71.084185,unknown (too few),23.72686,23.7269,0.0,,900,Boylston Street,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,Hynes Convention Center,,,,,,,,,Block F,,,,,
112_2,2,1,{'414419': '2'},{'Active': '2'},,1.0,{'16 Howes ST 13 1 Dorchester MA 02125': '2'},Piter & Stacy,30342817,{},False,49.0,61.46068669061762,42.317475,-71.05834,unknown (too few),155.10993,155.1097,0.0003,,27,Taft Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,
140_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Jay,129278480,{},False,50.0,59.87815389976531,42.390105,-71.00343000000001,unknown (too few),151.11589,151.1159,0.0,,90;92,Orient Avenue,Orient Heights,,Boston,Suffolk County,Massachusetts,02152,United States of America,us,,,,,,,,,,,,,,,
166_1,2,1,{'425683': '2'},{'Expired/Void/Revoked': '2'},,1.0,{},Jordan,16284736,{},False,185.0,52.0,42.37388,-71.03260499999999,unknown (too few),128.23902,128.2389,0.0001,,215,Bremen Street,Day Square,East Boston,Boston,Suffolk County,Massachusetts,0212,United States of America,us,,,,,,,,,,,,East Boston YMCA,,,
55_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,31.0,{},Lara,59234220,{},False,161.5,52.0,42.359925000000004,-71.06764000000001,unknown (too few),54.88411,54.8841,0.0,,36,Anderson Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,Charles River Square,,,,,,,
24_3,2,1,{'413525': '2'},{'Active (limit exceeded)': '2'},listing,3.0,{'422 Bowdoin ST 15 2 Dorchester MA 02122': '2'},Eder,CorpGroup23,{'25203946': '2'},False,288.0,52.0,42.311319999999995,-71.06364500000001,unknown (too few),95.91351,95.9135,0.0,,8,Howe Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
59_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,2.0,{},Javier/ Gilberto,132606746,{},False,65.0,70.80749844404403,42.31501,-71.101375,unknown (too few),178.69853,178.6985,0.0,,16,Dalrymple Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,
357_1,2,1,{'415873': '2'},{'Expired/Void/Revoked': '2'},,91.0,{},Vanessa,51772323,{},False,82.5,52.0,42.267205000000004,-71.1049,unknown (too few),84.8747,84.8747,0.0,,154,Ruskindale Road,,Hyde Park,Boston,Suffolk County,Massachusetts,02126,United States of America,us,James J. Chittick Elementary School,,,,,,,,,,,,,,
189_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},ChiChi,33131531,{},False,112.5,52.0,42.33902,-71.14932999999999,unknown (too few),54.0745,54.0745,0.0,,80,Sutherland Road,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02445-5841,United States of America,us,,,,,,,,,,,,,,,
330_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Anthony,88360952,{},False,57.5,52.0,42.354470000000006,-71.060235,unknown (too few),95.01927,95.0192,0.0001,,450,Washington Street,Downtown Crossing,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,Phillips Square,,,,,,,,,,,,,
45_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Michelle,155595193,{},False,83.0,52.0,42.35024,-71.087225,unknown (too few),34.1366,34.1366,0.0,,380,Marlborough Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,
355_1,2,1,{'398131': '2'},{'Active': '2'},,3.0,{'219 Spring ST 20 West Roxbury MA 02132': '2'},Yanlin,186235436,{},False,59.5,52.0,42.275324999999995,-71.168455,unknown (too few),32.60095,32.6009,0.0,,8,Spring Valley Road,Highland,,Boston,Suffolk County,Massachusetts,02132-3226,United States of America,us,,,,,,,,,,,,,,,
54_2,2,1,{'399362': '2'},{'Active (limit exceeded)': '2'},listing,1.0,{'249 Princeton ST 01 East Boston MA 02128': '2'},Boris & Susan,69587,{},False,57.0,52.0,42.3801,-71.02972,unknown (too few),107.01604,107.016,0.0001,,276,Princeton Street,Day Square,East Boston,Boston,Suffolk County,Massachusetts,02128,United States of America,us,,,,,,,,,,,,,,,
30_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Kat,CorpGroup29,{'133927887': '2'},False,525.0,52.0,42.346205,-71.084125,unknown (too few),100.81261,100.8125,0.0001,,39,Dalton Street,,Back Bay,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,Carl W. Joyce Square,,,,,Sheraton Boston Hotel,,,,,,,,
30_3,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Kat,CorpGroup29,{'133927887': '2'},False,569.5,52.0,42.34431,-71.083915,unknown (too few),88.09209,88.0921,0.0,,,Cumberland Street,,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,Reflecting Pool
59_1,2,1,{'429149': '2'},{'Active': '2'},,2.0,{'180 Boylston ST 11 2 Jamaica Plain MA 02130': '2'},Javier/ Gilberto,132606746,{},False,52.5,60.880761966135005,42.31430999999999,-71.100855,unknown (too few),153.64635,153.6462,0.0002,,26,Egleston Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,
5_5,2,1,{'918313': '2'},{'Not found (fabricated)': '2'},,2.0,{},Sonder,CorpGroup5,{'12243051': '2'},False,578.0,52.0,42.342955,-71.10089500000001,unknown (too few),54.89538,54.8954,0.0,,110,Peterborough Street,Audubon Square,Back Bay,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,,,,,,,,,,
102_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Wang,166004722,{},False,52.5,52.0,42.35761,-71.15688,unknown (too few),78.56969,78.5696,0.0001,,,Massachusetts Turnpike,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135,United States of America,us,,,,,,,,,,,,,,,
206_1,2,1,{'400538': '2'},{'Active': '2'},,91.0,{'9 Vinson ST 16 2 Dorchester MA 02124': '2'},Carlos,96420804,{},False,97.5,52.0,42.298235,-71.064895,unknown (too few),61.91693,61.9169,0.0,,27,Vinson Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
57_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},Michelle,180283497,{},False,111.0,52.0,42.350505,-71.08815999999999,unknown (too few),87.23452,87.2345,0.0001,,395,Marlborough Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,
251_1,2,1,{'414689': '2'},{'Active': '2'},,1.0,{'23 Woodman ST 11 2 Jamaica Plain MA 02130': '2'},Marianne,145681148,{},False,112.5,52.0,42.305755000000005,-71.116165,unknown (too few),43.90157,43.9016,0.0,,102,Jamaica Street,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
177_1,2,1,{'389183': '2'},{'Active': '2'},,2.0,{'80 Tower ST 11 Jamaica Plain MA 02130': '2'},Charles,13960633,{},False,195.0,52.0,42.298345,-71.11043000000001,unknown (too few),9.78563,9.7856,0.0,,80,Tower Street,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
2_8,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},Churchill,CorpGroup2,{'9419684': '2'},False,215.0,52.0,42.34614,-71.0635,unknown (too few),121.87207,121.872,0.0,,,Harrison Avenue,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02284-6028,United States of America,us,,,,,,,Sylvan Engineering Information Center,,,,,,,,
